Week End,Season,Measure,Age Group,Race/Ethnicity,Sex,Population Size,Count,Percent
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,5076,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,5625,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,5800,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,0,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,1,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,2,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,5,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,44,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,75,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,93,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,98,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,69,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,2441,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,5465,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,10669,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,16226,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,21279,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,24195,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,25408,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,44,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,1448,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,3261,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,6095,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,9309,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,12220,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,14026,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,14724,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,25,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,993,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,2202,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,4567,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,6868,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,8980,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,10083,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,10593,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,0,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,0,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,2,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,7,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,49,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,79,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,86,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,91,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,84,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,2429,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,5413,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,9723,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,14597,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,19272,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,21952,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,23008,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,40,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,1252,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,2875,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,5130,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,7646,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,10143,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,11577,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,12109,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,44,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,1177,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,2535,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,4587,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,6889,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,9041,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,10276,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,10798,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,0,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,0,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,3,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,6,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,62,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,88,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,99,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,101,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,21,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,492,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,1053,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,1849,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,2585,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,3841,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,5240,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,5716,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,12,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,246,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,562,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,989,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,1378,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,2075,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,2844,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,3090,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,9,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,245,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,488,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,853,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,1197,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,1751,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,2379,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,2607,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,0,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,1,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,3,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,7,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,10,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,15,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,17,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,19,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,8,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,1158,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,2477,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,4396,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,6359,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,7381,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,7512,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,7614,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,4,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,560,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,1193,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,2189,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,3257,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,3818,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,3883,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,3932,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,4,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,598,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,1284,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,2201,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,3081,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,3533,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,3598,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,3650,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,0,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,0,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,0,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,6,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,21,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,30,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,31,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,32,
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,392,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,14137,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,29195,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,48197,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,66266,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,81192,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,89637,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,92563,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,198,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,7540,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,15619,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,26100,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,35790,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,43729,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,48266,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,49792,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,193,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,6595,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,13573,0.0
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,22086,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,30374,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,37291,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,41169,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,42550,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,1,
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,2,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,3,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,11,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,102,
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,172,
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,202,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,221,
